income,balance,student,default
22769.11,48.22,No,No
46385.23,925.82,No,Yes
55064.03,813.95,No,No
17054.49,482.77,No,No
25615.3,743.94,Yes,No
33164.83,922.58,No,No
37253.51,441.21,No,No
22719.32,121.29,Yes,No
39172.7,1708.74,No,Yes
27197.4,529.05,No,No
33324.25,788.57,No,No
40802.79,1324.32,No,Yes
33602.65,2542.41,Yes,Yes
27696.92,233.4,No,No
32055.13,1052.96,Yes,Yes
32338.5,493.12,No,No
28582.16,574.75,No,No
30065.44,487.0,No,No
54838.16,290.88,Yes,No
40997.98,815.4,No,No
29576.18,122.14,No,No
42812.28,1293.35,No,Yes
29064.85,861.98,No,No
49162.96,1039.71,Yes,No
38446.92,609.87,No,Yes
32085.91,657.75,No,Yes
39488.2,974.47,No,Yes
12566.22,272.31,No,No
18489.3,662.21,No,No
17593.62,419.57,No,No
35423.43,404.59,No,No
56623.55,0.0,Yes,No
63275.85,1483.22,Yes,Yes
42026.69,503.28,No,No
40196.76,1398.11,Yes,Yes
9496.29,1352.36,No,Yes
26279.36,213.32,No,No
23010.33,308.89,No,No
25236.76,2073.91,No,Yes
31274.47,1682.31,No,Yes
27220.73,820.12,Yes,Yes
7119.08,959.86,No,Yes
43491.88,530.22,Yes,No
19209.83,1044.5,No,Yes
36707.84,488.46,No,No
61179.04,0.0,No,No
21255.17,196.12,No,No
800.0,845.57,No,Yes
29702.56,288.26,No,No
48200.5,802.83,No,Yes
59635.48,315.55,No,No
17118.5,456.94,No,No
40141.48,1248.05,No,Yes
27311.15,955.08,Yes,Yes
32103.97,830.7,Yes,No
68784.61,1260.53,Yes,No
13471.88,1067.85,Yes,Yes
36901.13,1535.09,No,No
39754.62,612.93,No,No
47998.13,627.55,No,Yes
34823.8,206.01,No,No
37625.47,627.87,No,No
28293.58,1302.04,No,Yes
37106.35,1464.19,No,Yes
28939.84,1299.88,No,Yes
41806.9,0.0,No,No
28587.51,1359.3,No,Yes
38546.39,0.0,No,No
33126.72,1269.8,No,Yes
48535.13,657.47,Yes,No
32831.56,1175.19,No,Yes
9870.07,190.85,No,No
50347.25,1401.88,No,Yes
21437.25,126.75,No,No
24797.72,512.03,No,No
25572.67,352.58,No,No
51847.88,0.0,No,No
5033.51,881.09,No,Yes
74000.0,1708.99,No,Yes
47601.63,2125.38,No,Yes
36494.34,882.37,Yes,Yes
32784.88,1375.52,No,Yes
37325.43,947.64,Yes,Yes
40467.21,1076.68,No,Yes
42122.24,669.87,No,No
40927.1,929.73,Yes,Yes
34711.74,1095.35,No,Yes
30885.1,555.56,No,No
31499.47,797.89,Yes,No
30917.51,807.11,Yes,No
48638.09,1235.11,No,Yes
41433.27,319.72,No,No
800.0,810.44,No,Yes
42264.75,1760.23,No,Yes
36114.2,1398.44,No,Yes
33267.48,1487.98,No,Yes
28335.33,847.19,No,Yes
48509.29,990.64,No,Yes
46154.16,1320.16,No,No
23209.13,1590.08,No,Yes
38945.86,0.0,No,No
20558.01,199.08,No,No
15117.03,1468.76,No,Yes
25158.47,701.44,Yes,No
45018.74,510.45,No,No
46228.83,228.72,No,No
40360.02,566.9,No,No
43187.6,157.03,No,No
40401.27,1846.85,No,Yes
24961.56,824.52,No,Yes
39277.55,807.34,No,Yes
44192.06,1119.83,Yes,No
43576.98,1300.87,No,Yes
49373.54,1292.91,No,No
42963.65,1354.69,No,Yes
38204.26,530.22,No,No
47789.59,691.29,No,No
33163.29,1207.36,Yes,Yes
21755.44,580.27,No,No
31342.18,832.9,Yes,No
23582.23,1028.26,No,Yes
24512.15,1215.17,No,Yes
31589.55,0.0,No,No
22948.5,1181.1,No,Yes
29409.72,722.32,No,Yes
8261.86,1177.57,Yes,Yes
36361.7,1211.18,No,Yes
33533.08,1613.13,Yes,Yes
22619.49,1490.05,Yes,Yes
42309.36,1486.72,Yes,Yes
46021.37,1533.69,No,Yes
12076.97,976.31,No,Yes
23344.54,850.94,No,No
23258.95,1257.56,No,Yes
20981.51,1189.48,Yes,Yes
44579.71,685.87,No,No
30931.94,1031.19,Yes,No
29989.17,818.39,No,No
6791.49,422.31,Yes,No
41991.57,1459.58,No,Yes
16989.01,862.07,No,Yes
34316.32,1826.35,No,Yes
37216.38,49.1,No,No
51664.1,566.05,No,No
16061.26,851.16,Yes,Yes
800.0,1385.53,No,Yes
35969.0,1028.6,No,Yes
57530.42,985.55,Yes,No
50040.83,290.1,No,No
36313.23,275.75,Yes,No
26960.05,991.37,No,Yes
44281.59,175.54,Yes,No
20532.81,578.1,No,No
39870.18,1077.67,No,No
40258.46,360.21,Yes,No
47657.02,1611.9,No,Yes
70322.59,1427.4,No,Yes
38750.65,75.26,No,No
26728.95,384.37,No,No
33175.92,0.0,No,No
9922.83,456.82,No,No
24251.61,1206.08,Yes,Yes
28058.4,635.16,Yes,No
26527.23,1058.26,No,Yes
35548.96,99.0,Yes,No
22548.39,1221.36,No,Yes
48468.19,566.86,No,No
33519.76,841.26,No,No
33392.96,790.45,Yes,No
29143.87,220.31,No,No
35586.78,277.61,No,No
44521.34,1303.5,Yes,No
21952.08,1028.37,No,Yes
24739.7,1343.29,No,Yes
29466.21,992.41,Yes,Yes
15567.12,904.54,No,Yes
22590.56,0.48,Yes,No
27165.64,704.59,No,No
45178.73,822.12,No,Yes
37018.78,1780.11,No,Yes
36098.91,1167.66,No,Yes
44865.43,1578.38,No,Yes
31684.87,1124.4,No,Yes
38724.63,491.31,No,No
32140.33,892.02,Yes,No
37056.14,949.63,Yes,No
25744.75,381.09,No,No
990.5,649.44,No,Yes
31726.12,735.84,Yes,No
52492.19,1612.02,Yes,Yes
45869.93,0.0,No,No
46392.51,1418.64,No,Yes
50003.28,382.23,No,No
34699.43,171.68,No,No
36148.6,1406.12,No,Yes
25279.38,1189.4,No,Yes
29301.54,1442.19,No,Yes
41729.54,1222.68,Yes,No
49573.21,1831.74,No,Yes
31657.21,1105.63,No,No
27512.83,759.68,No,Yes
33524.04,1001.25,Yes,No
41535.29,1436.85,No,Yes
14260.31,458.38,Yes,Yes
2892.83,520.04,Yes,No
26174.49,685.92,No,No
17236.36,0.0,No,No
26739.93,902.16,No,No
31546.05,0.0,No,No
27472.03,861.04,No,Yes
52888.56,1253.92,No,Yes
37874.79,604.7,No,No
37524.43,1646.61,Yes,Yes
41815.38,128.91,No,No
18328.38,1411.59,No,No
47375.63,1161.94,Yes,No
32506.53,5.31,No,No
42459.2,2146.61,No,Yes
19221.64,804.54,No,Yes
12794.52,410.92,No,No
44425.19,154.75,No,No
38537.17,728.95,Yes,Yes
21486.34,773.74,Yes,No
21918.3,885.02,No,No
48526.92,691.32,No,Yes
17653.81,1141.67,No,Yes
55425.33,647.87,No,Yes
21505.42,0.0,No,No
42031.23,763.12,No,No
29134.22,0.0,Yes,No
41561.71,1006.49,Yes,Yes
26260.15,361.67,No,No
31345.83,914.39,No,No
34062.74,1471.0,No,Yes
20150.83,376.45,No,No
43397.37,1348.71,No,Yes
26672.27,625.74,No,No
30468.16,1683.41,No,Yes
20255.36,658.74,No,Yes
800.0,428.82,No,No
30969.26,1167.79,No,Yes
65694.05,624.57,Yes,No
43981.27,428.35,No,No
33260.12,604.23,No,No
30010.83,813.79,No,Yes
33816.63,1484.6,No,Yes
40813.93,0.0,No,No
17768.5,846.53,Yes,No
48378.71,1137.64,No,No
43058.04,928.94,Yes,Yes
43095.44,1468.96,Yes,Yes
39364.95,799.41,No,Yes
33778.63,746.1,No,No
42490.95,1121.89,No,No
41410.03,883.41,No,No
28795.16,646.53,No,No
25866.87,1085.03,Yes,Yes
34875.46,519.74,Yes,No
54176.28,539.74,No,No
16991.03,579.97,Yes,No
13944.62,1489.86,No,Yes
35714.42,0.0,No,No
34195.69,1026.73,No,Yes
35828.86,851.95,Yes,No
36770.6,22.32,No,Yes
30540.15,985.19,No,No
53387.31,1065.5,Yes,No
12165.74,1120.58,No,Yes
22467.34,0.0,No,No
32139.89,1496.31,No,Yes
11601.79,478.52,No,Yes
31171.63,1167.47,Yes,Yes
55676.03,1193.83,No,No
33795.56,411.3,No,No
36593.86,1154.84,Yes,Yes
16710.18,648.9,No,Yes
25296.59,0.0,Yes,No
28513.01,1400.22,No,Yes
29279.63,460.47,Yes,No
50610.28,422.04,No,No
40954.93,640.4,No,No
18693.49,967.05,No,No
36804.63,807.67,No,Yes
40161.78,1100.48,No,No
48723.17,187.45,No,No
54596.67,476.27,No,No
19978.69,779.26,No,No
22702.59,1753.4,No,Yes
16744.68,780.32,No,Yes
30395.88,1360.3,No,Yes
39736.82,854.02,No,No
46685.08,601.42,Yes,No
32504.04,716.03,No,Yes
29251.19,753.9,Yes,Yes
35541.0,1127.36,No,Yes
22378.7,1500.28,Yes,Yes
61385.18,1009.35,No,Yes
12075.62,1409.57,No,Yes
35980.89,368.69,No,No
60505.84,634.81,No,No
33607.69,485.02,No,No
30982.45,987.47,No,Yes
28749.75,661.74,No,No
31111.12,1188.37,No,Yes
51826.68,385.04,No,No
4017.4,856.18,No,Yes
53968.41,1167.61,Yes,No
14525.68,0.0,No,No
29960.66,1861.62,No,Yes
27792.17,698.41,No,No
41366.53,0.0,No,No
12202.82,911.84,No,No
39681.0,851.55,No,Yes
60515.22,795.76,Yes,No
15336.35,1314.82,No,Yes
36047.11,1196.92,Yes,Yes
24688.14,979.46,No,No
39197.06,1053.11,No,No
33772.37,784.89,Yes,Yes
24961.49,1694.19,No,Yes
40023.75,119.87,No,No
57581.59,902.92,Yes,No
30970.92,866.82,No,No
43116.41,1228.76,Yes,Yes
16268.62,427.19,No,No
20761.01,0.0,No,No
39817.48,911.23,No,No
53310.66,971.4,No,No
38259.82,1555.9,No,Yes
29341.75,220.88,Yes,No
33507.55,1393.91,No,Yes
16840.31,1980.51,No,Yes
41579.42,652.64,Yes,No
45284.68,210.93,No,No
27487.47,638.51,Yes,Yes
27248.05,842.14,No,No
37063.02,1108.08,No,Yes
27692.47,549.31,No,No
32634.99,1587.64,No,Yes
61520.99,296.26,No,Yes
30222.42,0.0,Yes,No
28737.82,1370.7,No,Yes
24880.73,0.0,No,No
43442.29,736.63,No,No
31100.01,2343.42,No,Yes
24856.31,829.54,Yes,Yes
51139.23,293.24,No,No
52450.25,807.61,Yes,No
25509.15,810.8,Yes,Yes
8622.96,913.08,No,Yes
46954.21,1155.71,Yes,No
24386.09,332.74,Yes,Yes
44061.57,1651.65,No,Yes
7241.73,953.93,Yes,Yes
45421.57,1186.93,Yes,Yes
17363.6,531.53,Yes,No
43263.2,1457.61,Yes,Yes
33707.36,711.03,No,No
20794.31,969.62,No,Yes
28088.36,384.02,No,No
42670.43,353.14,No,No
34929.31,1168.26,Yes,No
41311.32,620.79,Yes,No
59876.79,422.37,Yes,No
12654.71,524.26,No,No
55085.76,1173.46,No,No
34908.8,531.1,No,No
21529.92,778.46,No,Yes
15774.61,842.64,Yes,No
30994.7,0.0,No,No
45809.05,123.77,No,No
31815.88,998.03,No,No
53671.27,478.86,No,No
14162.67,1346.52,No,Yes
33355.77,1303.02,No,Yes
16813.83,1183.24,No,Yes
38366.76,1715.61,No,Yes
45345.42,795.18,No,No
27905.3,1149.24,Yes,Yes
800.0,552.69,No,No
36170.37,2021.61,No,Yes
39341.78,1794.87,Yes,Yes
38909.08,841.12,No,Yes
49998.63,1022.37,Yes,No
19232.36,1492.88,No,Yes
42589.04,764.2,No,No
49421.47,517.75,No,No
9795.98,1258.13,Yes,Yes
37780.2,873.31,No,No
26792.75,923.89,No,No
32429.73,431.82,No,No
38153.96,4.51,No,No
27018.83,949.59,No,Yes
24505.08,1273.11,No,Yes
33972.49,726.15,Yes,No
19016.4,1530.19,Yes,No
19035.35,494.88,No,Yes
42577.8,325.2,Yes,No
18195.53,802.85,No,Yes
42403.61,795.42,Yes,No
39686.58,1207.81,No,Yes
10499.92,460.51,No,No
24480.32,1497.13,No,Yes
49442.84,1786.79,No,Yes
20431.2,816.44,Yes,No
27323.24,1439.87,No,Yes
39679.51,324.33,No,No
43965.08,1355.47,No,Yes
30162.23,1341.95,No,No
25548.01,1253.02,No,Yes
52487.15,827.84,No,Yes
56708.7,0.0,No,No
46572.03,524.96,No,No
34654.89,532.61,No,No
22737.16,362.18,No,No
22441.36,894.5,No,No
40485.77,632.71,Yes,Yes
39097.18,436.5,No,No
52210.12,323.22,No,No
42192.05,489.27,No,No
13470.42,1377.85,No,Yes
47546.83,515.63,No,No
20205.87,586.29,No,Yes
28395.98,614.46,No,No
36853.92,999.34,No,No
60133.22,1056.06,Yes,No
74000.0,0.0,Yes,No
41608.87,1329.55,Yes,Yes
31073.71,1530.16,No,Yes
40645.7,327.38,No,No
45355.66,365.06,Yes,No
29240.26,617.58,No,No
57459.73,469.68,No,No
36585.45,943.69,Yes,Yes
40155.4,0.0,No,No
42398.43,294.62,No,No
39139.7,1579.9,No,Yes
44705.95,386.38,No,No
25284.69,1436.83,No,Yes
26070.93,1007.25,No,Yes
18844.24,0.0,No,No
39378.63,1142.69,No,Yes
43905.68,778.45,No,Yes
39622.32,615.06,No,No
55849.71,953.86,No,Yes
33442.37,1064.95,Yes,Yes
42436.01,1177.64,No,Yes
18956.99,1405.3,No,Yes
28354.25,1032.79,No,No
42793.39,169.96,Yes,No
44841.47,606.26,Yes,No
29596.36,2258.95,No,Yes
32562.08,1185.81,Yes,Yes
13273.12,1981.42,No,Yes
28755.3,1510.36,No,Yes
45392.04,952.33,No,No
41188.51,981.16,Yes,Yes
40194.38,817.68,Yes,No
34180.83,0.0,Yes,No
33611.2,844.1,Yes,Yes
24710.3,1420.99,No,Yes
42837.27,545.32,No,No
39131.52,1034.64,Yes,Yes
40079.06,1247.29,Yes,Yes
26501.27,395.35,Yes,No
4797.87,617.07,No,Yes
48149.73,343.0,No,No
27130.74,437.68,No,No
22010.16,212.54,No,No
42765.93,399.81,No,No
28288.73,1521.97,No,No
47653.37,392.54,Yes,No
41746.01,896.54,No,No
42633.76,592.13,Yes,No
15299.25,1405.6,No,Yes
49680.7,1469.59,Yes,Yes
37001.3,1253.33,No,Yes
28591.95,983.45,Yes,Yes
35429.37,723.6,No,No
9827.35,258.85,No,No
38967.2,1775.47,No,Yes
19788.27,467.91,No,No
15476.44,1156.38,No,Yes
13213.3,1347.89,No,Yes
48356.92,566.78,No,No
25124.51,1337.47,Yes,Yes
53972.33,1205.03,No,Yes
26371.02,1671.2,No,Yes
10745.97,608.34,No,No
18625.91,213.38,No,No
49999.02,590.86,No,No
31437.79,936.39,No,No
26204.49,863.53,No,Yes
35651.16,645.06,No,No
40209.28,0.0,Yes,No
48419.75,1062.95,Yes,Yes
52835.63,1789.41,No,Yes
28718.77,1059.93,No,Yes
15831.5,1130.01,No,Yes
28002.62,1112.27,Yes,Yes
36988.36,1027.43,No,Yes
20663.35,1286.03,No,Yes
20751.48,1026.62,No,No
38102.1,684.12,No,No
32868.12,450.34,No,No
33954.41,714.94,Yes,No
23400.95,987.32,No,Yes
30444.15,682.48,No,Yes
21190.5,987.42,No,No
45389.58,1047.79,Yes,No
47324.12,1238.39,No,Yes
8894.39,1455.87,Yes,Yes
21120.11,873.1,No,No
13557.79,202.79,Yes,No
24847.63,668.44,Yes,No
32404.19,856.68,Yes,Yes
14183.08,0.0,Yes,No
21222.16,1507.08,Yes,Yes
20127.22,904.24,No,Yes
36281.32,1019.83,Yes,Yes
34441.85,1495.89,No,Yes
23891.19,530.56,Yes,No
35875.26,1113.04,No,Yes
26225.93,782.23,No,Yes
29893.94,746.33,Yes,No
55835.83,461.85,No,No
51394.73,1641.04,Yes,Yes
16184.49,653.74,No,Yes
44583.14,1173.71,No,Yes
44338.6,0.0,Yes,No
18202.61,1406.14,No,Yes
44437.04,1344.34,Yes,Yes
54028.4,882.5,No,No
18545.62,725.6,No,No
21280.26,1028.85,No,Yes
47089.55,1942.48,No,Yes
37137.93,0.0,Yes,No
40872.04,1213.64,Yes,Yes
38059.44,394.41,Yes,No
38727.71,825.74,No,No
15825.84,715.47,Yes,No
47485.08,628.19,No,No
49115.82,830.31,No,No
30457.62,286.76,Yes,No
32937.15,1333.19,No,Yes
13096.62,0.0,No,No
40375.62,1096.46,No,Yes
41146.53,677.42,No,No
32687.56,268.98,No,No
48512.5,933.26,No,No
29061.41,82.26,No,No
41047.15,854.58,No,Yes
19917.74,147.11,Yes,No
33202.88,1058.49,No,No
31191.64,388.25,Yes,No
36521.93,617.22,Yes,No
28588.62,977.56,No,Yes
31763.55,461.68,No,No
44533.99,807.33,No,No
27691.88,103.12,Yes,No
12090.08,1140.53,No,Yes
56851.2,1689.08,No,Yes
51941.45,2185.99,Yes,Yes
16282.09,879.47,No,No
42715.63,1216.63,No,No
26808.83,0.0,No,No
37031.13,1562.26,Yes,Yes
37441.07,1210.84,Yes,Yes
30390.7,601.29,No,No
23063.92,1433.81,No,Yes
24307.25,712.28,No,No
21297.75,613.82,Yes,No
22422.99,1065.29,No,Yes
32621.04,321.01,No,No
23970.91,1329.54,Yes,No
42613.53,324.58,No,Yes
53352.4,327.45,No,No
25780.83,395.34,Yes,No
36709.94,1202.75,Yes,Yes
40181.3,537.03,No,No
39812.09,183.33,No,No
34530.02,542.4,No,No
43422.16,819.87,No,Yes
39948.75,264.12,Yes,No
17010.3,278.29,No,No
45108.93,1856.63,No,Yes
45350.8,419.11,Yes,No
23337.05,679.11,No,No
34022.98,657.73,Yes,No
42630.56,631.56,Yes,No
30725.38,1135.92,Yes,Yes
47827.31,1294.0,Yes,No
65043.97,687.38,No,No
23034.3,237.27,No,No
15098.01,1451.83,No,Yes
37569.03,789.25,No,No
43140.48,1672.34,No,Yes
30437.94,0.0,No,No
52899.14,929.89,No,No
15664.01,1763.42,No,Yes
42758.46,664.49,No,No
25436.63,726.3,No,No
56448.34,978.31,Yes,Yes
60091.18,565.07,No,No
23292.1,684.42,No,No
26187.56,671.97,No,No
44981.32,531.88,Yes,No
28353.84,1429.78,No,Yes
32911.35,1058.4,No,Yes
33855.61,956.6,Yes,Yes
7914.32,1226.48,No,Yes
33332.45,707.5,Yes,No
24318.1,460.88,No,No
26940.22,543.87,No,No
52770.72,836.23,No,Yes
16758.97,323.02,No,No
44362.72,593.39,No,No
29796.47,585.72,No,No
29785.84,1863.04,Yes,Yes
44058.19,0.0,Yes,No
38052.26,748.49,Yes,Yes
41127.27,1670.11,No,Yes
46429.68,894.31,No,Yes
29098.34,1199.81,Yes,No
25351.6,883.66,Yes,Yes
19044.35,512.57,No,No
22508.5,0.0,No,No
72849.07,934.75,No,No
50117.29,460.2,No,No
15497.72,448.24,No,Yes
15879.38,594.0,Yes,No
39943.65,1679.38,No,Yes
40815.87,1998.61,Yes,Yes
40837.46,940.44,Yes,Yes
30116.65,610.56,Yes,No
31843.82,265.93,No,No
37889.93,1062.01,No,No
34662.56,1697.78,Yes,Yes
3918.19,715.73,No,Yes
30452.16,0.0,No,No
22161.79,1159.48,No,Yes
35853.79,1312.02,Yes,Yes
73331.4,68.28,No,No
38418.1,920.74,No,Yes
29335.45,1053.63,Yes,Yes
45811.07,800.01,Yes,No
39954.61,452.87,Yes,No
39119.8,1326.79,Yes,Yes
41610.57,640.25,No,Yes
60945.12,116.97,No,No
18434.34,0.0,No,No
39833.83,1445.26,Yes,Yes
21161.85,1133.66,No,No
40925.87,877.92,No,No
21264.48,622.4,No,No
27950.58,579.49,No,No
29581.39,315.03,Yes,No
46531.47,626.67,No,Yes
45766.43,0.0,No,No
16902.87,479.33,No,Yes
34249.66,684.97,No,No
24053.33,1130.38,Yes,Yes
16732.32,816.06,Yes,Yes
30622.64,1219.88,No,Yes
29402.77,1487.96,No,Yes
65882.12,1347.22,No,Yes
39291.39,1062.96,Yes,Yes
15143.72,841.11,No,No
25984.61,360.95,No,No
47139.19,1193.29,No,No
61370.56,1647.88,Yes,Yes
12364.74,1000.85,Yes,Yes
8444.45,1762.77,No,Yes
58470.06,97.44,No,No
38713.28,277.09,No,No
21936.58,1249.04,No,Yes
40647.35,963.21,No,No
800.0,1470.86,Yes,Yes
33562.02,827.89,Yes,No
37889.15,415.52,Yes,No
45843.99,732.05,No,No
19994.67,94.0,No,No
34659.81,289.46,No,Yes
21174.61,1305.75,Yes,Yes
36923.05,1257.55,No,Yes
21575.77,1010.96,No,No
28074.16,2.87,No,No
20235.81,662.01,Yes,No
42201.2,242.83,No,No
44966.16,1404.47,No,Yes
30387.87,553.02,No,Yes
34026.98,310.18,No,No
14197.14,849.78,Yes,Yes
29520.21,525.72,No,No
32847.42,1553.07,No,Yes
68470.52,479.93,No,No
18686.7,158.55,No,No
53044.73,0.0,Yes,No
46812.11,820.48,Yes,No
37259.85,563.56,No,No
56971.72,144.19,Yes,No
38479.77,1410.61,No,Yes
38707.22,1158.12,Yes,Yes
32808.53,821.72,Yes,Yes
49835.74,1495.31,No,Yes
48140.61,1155.85,Yes,No
25172.34,437.35,No,No
15922.2,332.69,No,No
30809.85,1231.04,No,Yes
22846.89,1027.1,No,Yes
32669.77,917.48,Yes,Yes
50020.71,425.91,No,No
27417.97,1129.44,No,Yes
32945.86,469.93,No,No
34290.85,786.04,No,Yes
44832.52,1535.27,No,Yes
3550.24,515.72,No,Yes
25425.44,74.5,No,No
36334.89,326.24,No,No
49522.45,1316.32,Yes,Yes
26956.5,958.59,No,Yes
8489.42,773.03,Yes,Yes
41782.09,589.12,Yes,No
25043.17,1070.14,Yes,Yes
17650.42,424.65,No,Yes
25190.11,983.22,No,Yes
31055.99,481.65,No,Yes
25451.52,401.16,No,No
4101.37,527.01,No,No
45481.17,653.78,No,No
50520.01,811.75,No,No
42206.35,949.26,No,Yes
18343.69,0.0,No,No
30829.71,444.7,No,No
33430.03,645.96,No,Yes
41503.12,1563.38,No,Yes
42430.66,312.96,No,No
23725.32,914.12,No,Yes
34610.57,1558.53,No,Yes
39615.75,200.27,No,No
52933.3,1025.94,No,No
42913.0,447.3,No,No
44040.65,591.27,No,No
34635.0,446.9,No,No
52328.29,481.36,No,No
38982.01,2151.99,No,Yes
22032.67,1243.84,No,No
52233.75,1368.29,No,Yes
42824.94,1073.35,No,Yes
27608.12,58.41,No,No
27122.0,1026.42,Yes,Yes
37472.43,1354.36,No,Yes
39694.5,422.57,No,No
36148.29,1302.31,No,Yes
37668.92,1176.06,No,Yes
56189.33,1731.22,Yes,Yes
47808.17,633.28,No,No
36059.51,304.44,No,No
46071.26,660.45,Yes,No
19746.23,1529.77,No,Yes
38824.15,0.0,No,No
57647.72,0.0,No,No
30608.92,878.61,Yes,Yes
22212.11,621.29,No,No
24820.09,839.11,No,Yes
18984.56,1292.63,Yes,Yes
23050.63,568.09,Yes,Yes
28575.53,0.0,Yes,No
14770.95,1824.31,No,Yes
33725.3,353.0,Yes,No
45550.67,323.1,Yes,No
21410.26,1369.25,No,Yes
53779.69,649.39,No,Yes
40329.43,804.71,No,No
47261.85,1068.9,No,Yes
24743.46,1359.51,Yes,Yes
44913.8,674.07,No,Yes
18953.88,1570.59,Yes,Yes
45390.23,0.0,No,No
35808.82,1202.89,No,Yes
40895.71,429.28,Yes,No
17838.09,1499.15,No,Yes
21579.45,904.08,No,Yes
41482.23,509.88,Yes,No
20868.88,1155.99,No,Yes
39694.78,1267.41,No,Yes
15283.48,1145.86,No,Yes
44829.1,337.3,No,No
17078.84,601.25,No,No
40883.02,833.4,Yes,Yes
41861.04,815.41,Yes,No
24224.15,1198.03,No,Yes
41279.49,0.0,Yes,No
36990.52,997.09,No,No
26330.47,695.1,No,No
20065.91,429.78,Yes,No
7341.46,476.22,Yes,No
38180.28,731.6,No,Yes
12647.23,0.0,No,No
34788.61,496.15,No,No
30003.39,411.73,No,No
42574.73,1093.08,Yes,No
29488.62,445.73,No,No
29123.15,731.32,Yes,No
43277.96,1581.38,No,Yes
37985.67,1316.35,No,Yes
37733.57,1271.81,No,Yes
39775.62,593.58,No,Yes
13037.07,1098.04,No,Yes
43610.29,722.23,No,No
41685.5,740.52,No,Yes
19957.5,1033.54,No,Yes
30261.7,546.6,No,No
32992.76,1557.55,No,No
31723.22,757.91,Yes,No
37969.69,1134.48,Yes,Yes
52607.14,1539.46,Yes,No
47944.52,1334.39,No,Yes
16015.93,153.86,Yes,No
41813.55,1050.57,No,No
51240.98,1246.87,No,Yes
38675.87,1266.77,Yes,Yes
48067.41,296.86,No,No
60354.65,517.56,Yes,No
47170.21,1316.45,No,Yes
36842.03,466.9,No,No
47455.34,690.4,No,No
35449.37,1597.64,Yes,Yes
33835.79,812.25,No,No
28830.19,483.82,No,No
54368.24,410.86,No,No
22601.62,996.31,No,Yes
53954.19,190.51,Yes,No
40183.69,715.73,No,No
14854.45,996.56,No,Yes
38420.34,1463.78,Yes,Yes
5508.95,1158.27,No,Yes
41859.4,489.97,No,No
45323.33,1405.38,No,Yes
25616.75,690.49,Yes,Yes
35164.76,237.65,Yes,No
59579.6,752.15,No,Yes
26771.86,1531.03,No,Yes
19394.35,915.3,Yes,Yes
53277.94,841.43,No,No
59692.03,1627.31,Yes,Yes
33566.29,143.01,No,No
47006.88,213.51,No,No
51408.26,53.77,No,No
23614.49,1015.62,No,Yes
27044.48,915.9,No,Yes
49933.17,1581.61,No,Yes
55990.04,953.14,No,No
41024.14,639.88,No,No
21782.92,836.24,Yes,Yes
60018.43,892.31,No,Yes
26435.44,26.72,Yes,No
29047.27,2146.38,No,Yes
38082.76,1086.84,Yes,Yes
54244.84,936.95,No,Yes
44906.48,1132.93,Yes,Yes
39050.06,1178.52,No,Yes
39695.88,767.38,No,No
34097.36,530.03,No,No
40960.91,1125.33,No,No
800.0,1021.94,No,Yes
29561.15,443.62,No,No
36735.51,1521.77,No,Yes
18165.93,977.27,No,Yes
38669.39,1188.39,Yes,No
30789.97,1508.66,No,Yes
56929.78,845.96,No,Yes
54496.36,988.68,No,No
27304.55,1227.19,No,Yes
31505.28,484.75,No,No
32530.76,861.52,Yes,Yes
27493.22,896.1,No,Yes
36118.05,372.91,No,Yes
23403.79,1956.43,No,Yes
18437.98,154.65,No,No
41822.1,207.46,Yes,No
41913.04,1471.07,No,Yes
22789.84,1180.38,Yes,Yes
45458.36,339.1,No,No
25093.65,1129.12,No,Yes
36893.46,1545.38,No,Yes
44457.93,820.73,No,Yes
33068.71,2092.45,No,Yes
39581.88,1.42,Yes,No
26629.38,1170.98,No,Yes
30896.73,1399.63,Yes,Yes
30771.45,1266.52,No,Yes
23559.88,736.52,Yes,No
31159.36,694.88,No,No
12863.08,1050.21,Yes,Yes
26966.48,1229.96,No,Yes
29717.62,1126.79,No,Yes
30100.33,1338.46,No,Yes
30296.15,342.53,No,No
32693.25,725.19,No,No
39911.31,380.67,No,No
45180.43,648.6,No,No
24851.08,1326.44,No,Yes
17469.91,887.6,No,No
19619.25,2096.33,Yes,Yes
27019.17,928.92,No,Yes
28823.43,864.24,No,No
23247.56,886.73,Yes,No
16230.69,526.86,No,No
27433.72,807.39,No,Yes
35936.69,1380.89,Yes,Yes
41452.91,890.5,No,No
26082.65,451.57,No,No
28008.85,387.9,Yes,No
21157.62,617.6,No,No
33097.7,871.1,No,Yes
22201.51,1412.72,Yes,Yes
41160.81,186.96,No,Yes
9698.9,680.67,No,Yes
28720.62,905.17,No,Yes
37532.87,0.0,No,No
35968.8,432.15,No,No
69433.99,506.5,No,No
38182.28,450.35,Yes,No
20125.92,928.19,No,Yes
32243.79,757.71,No,No
9827.2,566.77,Yes,No
32442.04,1042.38,No,Yes
22406.53,1668.84,Yes,Yes
45725.56,1628.29,No,Yes
26187.78,0.0,No,No
31959.69,1114.51,No,Yes
25040.57,749.26,Yes,No
56708.06,910.42,No,Yes
29232.59,642.72,Yes,No
57957.81,892.25,No,Yes
44375.34,908.61,No,No
39946.32,555.33,No,No
38434.79,401.79,No,No
38769.07,618.33,No,No
7807.63,948.68,Yes,Yes
